code_documentation,BusinessFunctionality,Angular,Llama3_70B,AngularCosmoPage,avg,high,1,5304,559,49.41074991226196
code_documentation,BusinessFunctionality,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3120,540,44.94994306564331
code_documentation,BusinessFunctionality,React,Llama3_70B,ReactSignUp,high,low,1,1180,454,35.45067381858826
code_documentation,DescribeTechnicalImplementation,Angular,Llama3_70B,AngularCosmoPage,avg,high,1,5381,449,41.26579928398132
code_documentation,DescribeTechnicalImplementation,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3197,488,40.83514904975891
code_documentation,DescribeTechnicalImplementation,React,Llama3_70B,ReactSignUp,high,low,1,1257,510,40.61826777458191
code_documentation,EvaluateCodeQuality,Angular,Llama3_70B,AngularCosmoPage,avg,high,1,5425,1252,100.62835597991943
code_documentation,EvaluateCodeQuality,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3241,2112,160.87705969810486
code_documentation,EvaluateCodeQuality,React,Llama3_70B,ReactSignUp,high,low,1,1301,1556,115.2951910495758
code_generation,GenerateBaseComponent,,Llama3_70B,none,none,none,1,201,928,68.62958717346191
code_generation,GenerateReactApp,,Llama3_70B,none,none,none,1,190,502,37.984557151794434
code_generation,ModifyReactApp,React,Llama3_70B,ReactFetchAPI,avg,low,1,374,581,44.04643678665161
code_generation,WriteTestsForLegacyCode,Angular,Llama3_70B,AngularCosmoPage,avg,high,1,5309,676,57.75636672973633
code_generation,WriteTestsForLegacyCode,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3125,938,73.91506910324097
code_generation,WriteTestsForLegacyCode,React,Llama3_70B,ReactSignUp,high,low,1,1185,1224,93.81362414360046
code_translation,AngularToReact,Angular,Llama3_70B,AngularCosmoPage,avg,high,1,5334,993,83.5047779083252
code_translation,ReactToAngular,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3167,2416,186.14585089683533
code_translation,ReactToAngular,React,Llama3_70B,ReactSignUp,high,low,1,1227,1026,79.86441278457642
code_translation,UpdateAngular,Angular,Llama3_70B,ToDoApp_AngularJS,avg,avg,1,2260,1934,147.99871826171875
code_translation,UpdateReact,React,Llama3_70B,ToDoApp_ReactJS,high,avg,1,3158,1544,118.15529298782349
code_translation,VanillaToReact,NativeJS,Llama3_70B,Piano_NativeJS,high,low,1,1355,1688,128.53468322753906
code_translation,jQueryToReact,jQuery,Llama3_70B,ToDoApp_jQuery,high,low,1,2324,1414,107.69715714454651
